teamName,agents,website,facebook,instagram,linkedin,phone,company,network,location,avgHomePrice,latestVolume,latestTransactions,url
"Carmen DiPenti Group","4","https://www.carmendipenti.com/","https://www.facebook.com/carmendipentirealtor","https://www.instagram.com/CarmenDiPentiGroup","https://www.linkedin.com/in/carmendipenti/","(214) 784-3880","Compass","Compass","Dallas, TX","$771,158","$34.70M","45","https://www.realtrends.com/team-profile/carmendipentigroup-texas-compass/"
"The Marilyn Iness Diamond Group","5","","","","","","Coldwell Banker Apex, Realtors","Coldwell Banker","McKinney, TX","$686,164","$34.65M","50.5","https://www.realtrends.com/team-profile/themarilyninessdiamondgroup-texas-coldwellbankerapexrealtors/"
"Charla Housson Team","2","https://www.westaustinluxuryhomes.com/","https://www.facebook.com/profile.php?id=100058823780509","https://www.instagram.com/charla.housson.atx","","(512) 680-4344","Compass","Compass","Austin, TX","$1,281,609","34.60M","27","https://www.realtrends.com/team-profile/charlahoussonteam-texas-compass/"
"Lisa & Susan Residential Group","3","https://www.lisaandsusanresidential.com/","https://www.facebook.com/lisa.susan.residential","https://www.instagram.com/lisa.susan.residential/","","(512) 751-7321","Compass","Compass","Austin, TX","$1,726,350","$34.53M","20","https://www.realtrends.com/team-profile/lisasusanresidentialgroup-texas-compass/"
"Cami's Elite Real Estate Group","5","","","","","(940) 391-1614","Keller Williams Realty North Country","Keller Williams","Celina, TX","$370,753","$34.48M","93","https://www.realtrends.com/team-profile/cami-seliterealestategroup-texas-kellerwilliamsrealtynorthcountry/"
"TAG DFW Realty Group","3","","","","","(214) 532-7236","Keller Williams Realty Dallas Metro North","Keller Williams","Flower Mound, TX","$584,036","$34.46M","59","https://www.realtrends.com/team-profile/tagdfwrealtygroup-texas-kellerwilliamsrealtydallasmetronorth/"
"Elliott & Elliott Real Estate Group","5","https://www.daveperrymiller.com/bio/elliott","https://www.facebook.com/elliottandelliottrealestategroup","https://www.instagram.com/elliottandelliott","https://www.linkedin.com/company/elliott-elliott-real-estate-group","(214) 478-9544","Ebby Halliday Companies - Dave Perry-Miller Real Estate","LeadingRE, HomeServices of America","Dallas, TX","$1,075,496","$34.42M","32","https://www.realtrends.com/team-profile/elliottelliottrealestategroup-texas-ebbyhallidaycompanies-daveperry-millerrealestate/"
"Mueller Residential Group","2","https://www.muellerresidentialgroup.com/","https://www.facebook.com/MuellerResidentialGroup","https://www.instagram.com/muellerresidentialgroup","","(512) 949-9364","Compass","Compass","Austin, TX","$483,805","$34.35M","71","https://www.realtrends.com/team-profile/muellerresidentialgroup-texas-compass/"
"The Premier Group","5","https://www.cherylnichols.com/","","","","(210) 838-5846","RE/MAX Preferred Realtors","RE/MAX","San Antonio, TX","$438,957","$34.24M","78","https://www.realtrends.com/team-profile/thepremiergroup-texas-re-maxpreferredrealtors/"
"The Martinez Team","2","","","","","(956) 525-3887","Keller Williams Realty Lower Rio Grande Valley","Keller Williams","Harlingen, TX","$224,426","$34.11M","152","https://www.realtrends.com/team-profile/themartinezteam-texas-kellerwilliamsrealtylowerriograndevalley/"
"Shuey Group","4","https://www.shueygroup.ebby.com/","https://www.facebook.com/Shuey.Group.Ebby.Halliday.Real.Estate/","https://www.instagram.com/shuey.group.ebby/","https://www.linkedin.com/company/shuey-group---ebby-halliday-realtors","(214) 801-1208","Ebby Halliday Companies - Ebby Halliday Realtors","LeadingRE, HomeServices of America","Richardson, TX","$773,677","$34.04M","44","https://www.realtrends.com/team-profile/shueygroup-texas-ebbyhallidaycompanies-ebbyhallidayrealtors/"
"Rusty Pierce Team","2","","","","","(214) 850-7809","RE/MAX DFW Associates V","RE/MAX","Frisco, TX","$618,681","$34.03M","55","https://www.realtrends.com/team-profile/rustypierceteam-texas-re-maxdfwassociatesv/"
"NewTrust Real Estate","4","","","","","","NewTrust Real Estate","SIDE","Houston, TX","$942,945","$33.95M","36","https://www.realtrends.com/team-profile/newtrustrealestate-texas-newtrustrealestate/"
"On The Move DFW","2","","","","","(817) 454-0499","Keller Williams Lonestar DFW","Keller Williams","Arlington, TX","$419,020","$33.94M","81","https://www.realtrends.com/team-profile/onthemovedfw-texas-kellerwilliamslonestardfw/"
"Nail & Key Real Estate Group","2","","","","","","Compass","Compass","Dallas, TX","$637,052","$33.76M","53","https://www.realtrends.com/team-profile/nailkeyrealestategroup-texas-compass/"
"Silver Real Estate Group","4","","","","","","Compass","Compass","Austin, TX","$624,504","$33.72M","54","https://www.realtrends.com/team-profile/silverrealestategroup-texas-compass/"
"Collective Group","2","","","","","","Coldwell Banker Apex, Realtors","Coldwell Banker","McKinney, TX","$660,682","$33.69M","51","https://www.realtrends.com/team-profile/collectivegroup-texas-coldwellbankerapexrealtors/"
"Harpeth Realty","3","","","","","","Harpeth Realty","SIDE","Austin, TX","$635,215","$33.67M","53","https://www.realtrends.com/team-profile/harpethrealty-texas-harpethrealty/"
"Caudle Real Estate Group","4","https://www.briggsfreeman.com/","","","","(806) 239-1585","Briggs Freeman Sotheby's International Realty","Sotheby's International Realty","Dallas, TX","$2,028,928","$33.48M","16.5","https://www.realtrends.com/team-profile/caudlerealestategroup-texas-briggsfreemansotheby-sinternationalrealty/"
"The Sewall Beaird Group","4","","","","","(214) 415-3466","Compass","Compass","Dallas, TX","$1,451,517","$33.38M","23","https://www.realtrends.com/team-profile/thesewallbeairdgroup-texas-compass/"
"The Spencer Team","5","https://thespencerteam.com/","","","","(713) 823-2368","RE/MAX Integrity","RE/MAX","Tomball, TX","$476,891","$33.38M","70","https://www.realtrends.com/team-profile/thespencerteam-texas-re-maxintegrity/"
"The Verloop Group","3","https://www.ebby.com/bio/theverloopgroup","","","","(817) 739-1231","Ebby Halliday Companies - Ebby Halliday Realtors","LeadingRE, HomeServices of America","Southlake, TX","$627,900","$33.28M","53","https://www.realtrends.com/team-profile/theverloopgroup-texas-ebbyhallidaycompanies-ebbyhallidayrealtors/"
"The Boehm Team","5","","","","","(830) 428-8106","Keller Williams Realty","Keller Williams","San Antonio, TX","$723,274","$33.27M","46","https://www.realtrends.com/team-profile/theboehmteam-texas-kellerwilliamsrealty/"
"Fetrow Realty Team","5","https://www.fetrowteam.com/","https://www.facebook.com/FetrowTeam","https://www.instagram.com/fetrow_team/","","(214) 566-8277","Real Broker","Real Brokerage","McKinney, TX","$455,759","$33.27M","73","https://www.realtrends.com/team-profile/fetrowrealtyteam-texas-realbroker/"
"The RG Team","5","https://www.thergteam.com/","","","","(281) 974-0479","RE/MAX ONE - The Woodlands & Spring","RE/MAX","The Woodlands, TX","$349,918","$33.24M","95","https://www.realtrends.com/team-profile/thergteam-texas-re-maxone-thewoodlandsspring/"
"The Karin Howard Team","2","","","","","","Compass","Compass","Austin, TX","$650,200","$33.16M","51","https://www.realtrends.com/team-profile/thekarinhowardteam-texas-compass/"
"The Smiley Sheehan Group","4","","","","","","Compass","Compass","Dallas, TX","$847,846","$33.07M","39","https://www.realtrends.com/team-profile/thesmileysheehangroup-texas-compass/"
"The Burke Group","3","","","","","(214) 701-4884","Compass","Compass","Dallas, TX","$643,495","$32.82M","51","https://www.realtrends.com/team-profile/theburkegroup-texas-compass/"
"Koberg Real Estate Group","3","","","","","(214) 213-5094","Keller Williams Realty","Keller Williams","Frisco, TX","$810,062","$32.81M","40.5","https://www.realtrends.com/team-profile/kobergrealestategroup-texas-kellerwilliamsrealty/"
"Ryan Smith Home Selling Team","2","","","","","(254) 213-5335","Keller Williams Advantage","Keller Williams","Waco, TX","$403,606","$32.69M","81","https://www.realtrends.com/team-profile/ryansmithhomesellingteam-texas-kellerwilliamsadvantage/"
"The RG Real Estate Group","3","","","","","817354765-3","CENTURY 21 Mike Bowman, Inc.","CENTURY 21","Grapevine, TX","$453,707","$32.67M","72","https://www.realtrends.com/team-profile/thergrealestategroup-texas-century21mikebowmaninc/"
"Kelvin Glover Team","4","https://kelvingloverteam.com/","https://www.facebook.com/kelvingloverteam","https://www.instagram.com/kelvingloverrealestate/","https://www.linkedin.com/in/kelvinglover/","(512) 415-2027","Compass","Compass","Austin, TX","$692,118","$32.53M","47","https://www.realtrends.com/team-profile/kelvingloverteam-texas-compass/"
"The McClung Group","4","","","","","(281) 863-9230","Keller Williams Realty - The Woodlands","Keller Williams","The Woodlands, TX","$984,121","$32.48M","33","https://www.realtrends.com/team-profile/themcclunggroup-texas-kellerwilliamsrealty-thewoodlands/"
"The Moorhead Team","4","https://www.themoorheadteam.com/","https://www.facebook.com/themoorheadteam","https://www.instagram.com/themoorheadteam","","(512) 888-9122","Keller Williams Realty","Keller Williams","Austin, TX","$463,362","$32.44M","70","https://www.realtrends.com/team-profile/themoorheadteam-texas-kellerwilliamsrealty/"
"Joey & Ashlie Stanbery Team","5","http://www.buysellwithjoey.com/","","","","(972) 922-8965","RE/MAX DFW Associates VIII","RE/MAX","Dallas, TX","$420,551","$32.38M","77","https://www.realtrends.com/team-profile/joeyashliestanberyteam-texas-re-maxdfwassociatesviii/"
"Winchester Steitle Group","4","","","","","","Compass","Compass","Dallas, TX","$924,761","$32.37M","35","https://www.realtrends.com/team-profile/winchestersteitlegroup-texas-compass/"
"The Tapp Group","2","","","","","","Compass","Compass","Austin, TX","$1,009,141","$32.29M","32","https://www.realtrends.com/team-profile/thetappgroup-texas-compass/"
"Dee Martin Realty Group","4","https://www.deemartinsells.com/","https://www.facebook.com/deemartinsells","https://www.instagram.com/deemartinrealtyoup","https://www.linkedin.com/in/dee-martin-9b81082/","(903) 245-3575","RE/MAX Tyler","RE/MAX","Tyler, TX","$304,592","$32.29M","106","https://www.realtrends.com/team-profile/deemartinrealtygroup-texas-re-maxtyler/"
"Beca & Paige Real Estate Group","3","","","http://www.instagram.com/dallasrealestategirls","","","Allie Beth Allman & Associates","LeadingRE, HomeServices of America","Dallas, TX","$944,641","$32.12M","34","https://www.realtrends.com/team-profile/becapaigerealestategroup-texas-alliebethallmanassociates/"
"The Maddern Team","4","","","","","(214) 509-8399","Keller Williams Realty Legacy","Keller Williams","Plano, TX","$483,971","$32.09M","66.3","https://www.realtrends.com/team-profile/themaddernteam-texas-kellerwilliamsrealtylegacy/"
"MLS Luxury Group","5","","","","","","Keller Williams Realty Heritage","Keller Williams","San Antonio, TX","$613,712","$31.91M","52","https://www.realtrends.com/team-profile/mlsluxurygroup-texas-kellerwilliamsrealtyheritage/"
"The Glass Group","5","","","","","","Coldwell Banker Realty","Coldwell Banker","Plano, TX","$757,892","$31.83M","42","https://www.realtrends.com/team-profile/theglassgroup-texas-coldwellbankerrealty/"
"Piper Pardue Real Estate Group","2","https://www.williamstrew.com/bio/piperparduerealestategroup","","","","(817) 269-8735","Ebby Halliday Companies - Williams Trew","LeadingRE, HomeServices of America","Fort Worth, TX","$857,492","$31.73M","37","https://www.realtrends.com/team-profile/piperparduerealestategroup-texas-ebbyhalliday-companies-williamstrew/"
"McKean-Belcher Team","4","","","","","(469) 693-3899","Keller Williams Realty Preston Road","Keller Williams","Dallas, TX","$511,405","$31.71M","62","https://www.realtrends.com/team-profile/mckean-belcherteam-texas-kellerwilliamsrealtyprestonroad/"
"Adam Walker","2","","","","","","Compass","Compass","Austin, TX","$832,369","$31.63M","38","https://www.realtrends.com/team-profile/adamwalker-texas-compass/"
"Frenk Team","5","","","","","","Better Homes and Gardens Real Estate Gary Greene","Better Homes and Gardens","Houston, TX","$378,505","$31.42M","83","https://www.realtrends.com/team-profile/frenkteam-texas-betterhomesandgardensrealestategarygreene/"
"Pursuit Realty Group","3","https://www.williamstrew.com/bio/pursuitrealtygroup","https://www.facebook.com/pursuitrealtygroup","https://www.instagram.com/pursuitrealtygroup/","","(817) 228-4771","Ebby Halliday Companies - Williams Trew","LeadingRE, HomeServices of America","Fort Worth, TX","$857,890","$31.31M","36.5","https://www.realtrends.com/team-profile/pursuitrealtygroup-texas-ebbyhalliday-companies-williamstrew/"
"Ashley Eoff & Keith Barrett","2","","","","","(713) 621-8001","Keller Williams Realty Houston Metropolitan","Keller Williams","Houston, TX","$589,843","$31.26M","53","https://www.realtrends.com/team-profile/ashleyeoffkeithbarrett-texas-kellerwilliamsrealtyhoustonmetropolitan/"
"Sage Realty Group","4","","","","","","Compass","Compass","Dallas, TX","$600,494","$31.23M","52","https://www.realtrends.com/team-profile/sagerealtygroup-texas-compass/"
"Al Kayali Realty Group","2","","","https://www.instagram.com/alkayalirealtygroup?igsh=M3ludmdmeW5wY3hl&utm_source=qr","","(281) 220-2100","Keller Williams Premier Realty","Keller Williams","Katy, TX","$371,121","$31.17M","84","https://www.realtrends.com/team-profile/alkayalirealtygroup-texas-kellerwilliamspremierrealty/"
"Crawford Luxury","3","https://www.crawfordluxury.com/","https://www.realtrends.com/team-profile/crawfordluxury-texas-kellerwilliamsrealty/www.facebook.com/crawfordluxury","https://www.instagram.com/crawfordluxury","","(210) 696-9996","Keller Williams Realty","Keller Williams","San Antonio, TX","$741,869","$31.16M","42","https://www.realtrends.com/team-profile/crawfordluxury-texas-kellerwilliamsrealty/"
"Bullard McCarthy Group","3","https://www.daveperrymiller.com/bio/bullardmccarthygroup","","","","(214) 422-1378","Ebby Halliday Companies - Dave Perry-Miller Real Estate","LeadingRE, HomeServices of America","Dallas, TX","$633,713","$31.05M","49","https://www.realtrends.com/team-profile/bullardmccarthygroup-texas-ebbyhallidaycompanies-daveperry-millerrealestate/"
"Debbie Branch Group","5","https://www.ebby.com/bio/debbiebranchgroup","https://www.facebook.com/debbiebranchgroup/","https://www.instagram.com/debbiebranchgroup/","","(972) 965-9798","Ebby Halliday Companies - Ebby Halliday Realtors","LeadingRE, HomeServices of America","Rockwall, TX","$498,256","$30.89M","62","https://www.realtrends.com/team-profile/debbiebranchgroup-texas-ebbyhallidaycompanies-ebbyhallidayrealtors/"
"Gianna Martinez Group","2","","","","","","Compass","Compass","Dallas, TX","$1,402,302","$30.85M","22","https://www.realtrends.com/team-profile/giannamartinezgroup-texas-compass/"
"The Highland Group","5","","","","","","Compass","Compass","Dallas, TX","$1,027,933","$30.84M","30","https://www.realtrends.com/team-profile/thehighlandgroup-texas-compass/"
"Cyndi Kornegay Team","5","","","","","(713) 898-9722","Keller Williams Premier Realty","Keller Williams","Katy, TX","$399,587","$30.77M","77","https://www.realtrends.com/team-profile/cyndikornegayteam-texas-kellerwilliamspremierrealty/"
"Tosello Team","4","","","","","(817) 656-3519","Keller Williams Realty","Keller Williams","Southlake, TX","$536,616","$30.59M","57","https://www.realtrends.com/team-profile/toselloteam-texas-kellerwilliamsrealty/"
